street,city,beds,baths,sq__ft,type,price
2566 SERENATA WAY,SACRAMENTO,3,2,1686,Residential,262900.0
4085 COUNTRY DR,ANTELOPE,4,3,1915,Residential,240000.0
9297 TROUT WAY,ELK GROVE,4,2,2367,Residential,240000.0
7 ARCHIBALD CT,SACRAMENTO,3,2,1962,Residential,265068.10000000003
11130 EEL RIVER CT,RANCHO CORDOVA,2,2,1406,Residential,242000.0
8323 REDBANK WAY,SACRAMENTO,3,2,1789,Residential,267795.0
16 BRONCO CREEK CT,SACRAMENTO,4,2,1876,Residential,267850.0
8316 NORTHAM DR,ANTELOPE,3,2,1235,Residential,246544.0
4240 WINJE DR,ANTELOPE,4,2,2504,Residential,246750.0
3569 SODA WAY,SACRAMENTO,0,0,0,Residential,271700.0
5118 ROBANDER ST,CARMICHAEL,3,2,1676,Residential,247000.0
5976 KYLENCH CT,CITRUS HEIGHTS,3,2,1367,Residential,249000.0
9247 DELAIR WAY,ELK GROVE,4,3,1899,Residential,249000.0
9054 DESCENDANT DR,ELK GROVE,3,2,1636,Residential,250000.0
3450 WHITNOR CT,SACRAMENTO,3,2,1828,Residential,275000.0
6288 LONETREE BLVD,ROCKLIN,0,0,0,Residential,250000.0
9355 MATADOR WAY,SACRAMENTO,4,2,1438,Residential,277200.0
8671 SUMMER SUN WAY,ELK GROVE,3,2,1451,Residential,255000.0
1890 GENEVA PL,SACRAMENTO,3,1,1520,Residential,280500.0
1813 AVENIDA MARTINA,ROSEVILLE,3,2,1506,Residential,255000.0
191 BARNHART CIR,SACRAMENTO,4,2,2605,Residential,282920.0
6221 GREEN TOP WAY,ORANGEVALE,3,2,1196,Residential,260000.0
2298 PRIMROSE LN,LINCOLN,3,2,1621,Residential,260000.0
5635 LOS PUEBLOS WAY,SACRAMENTO,3,2,1811,Residential,289850.0
10165 LOFTON WAY,ELK GROVE,3,2,1540,Residential,266510.0
1251 GREEN RAVINE DR,LINCOLN,4,2,0,Residential,267750.0
6001 SHOO FLY RD,PLACERVILLE,0,0,0,Residential,270000.0
3040 PARKHAM DR,ROSEVILLE,0,0,0,Residential,271000.0
2674 TAM O SHANTER DR,EL DORADO HILLS,4,2,0,Residential,272700.0
6007 MARYBELLE LN,SHINGLE SPRINGS,0,0,0,Unkown,275000.0
9949 NESTLING CIR,ELK GROVE,3,2,1543,Residential,275000.0
2915 HOLDREGE WAY,SACRAMENTO,5,3,2494,Residential,303600.0
2678 BRIARTON DR,LINCOLN,3,2,1650,Residential,276500.0
294 SPARROW DR,GALT,4,3,2214,Residential,278000.0
2987 DIORITE WAY,SACRAMENTO,5,3,2280,Residential,306900.0
6326 APPIAN WAY,CARMICHAEL,3,2,1443,Residential,280000.0
6905 COBALT WAY,CITRUS HEIGHTS,4,2,1582,Residential,280000.0
8986 HAFLINGER WAY,ELK GROVE,3,2,1857,Residential,285000.0
2916 BABSON DR,ELK GROVE,3,2,1735,Residential,288000.0
10133 NEBBIOLO CT,ELK GROVE,4,3,2096,Residential,289000.0
1103 COMMONS DR,SACRAMENTO,3,2,1720,Residential,319000.0
4636 TEAL BAY CT,ANTELOPE,4,2,2160,Residential,290000.0
1524 YOUNGS AVE,SACRAMENTO,4,2,1382,Residential,323395.60000000003
865 CONRAD CT,PLACERVILLE,3,2,0,Residential,294000.0
8463 TERRACOTTA CT,ELK GROVE,4,2,1721,Residential,294173.0
5747 KING RD,LOOMIS,4,2,1328,Residential,295000.0
8253 KEEGAN WAY,ELK GROVE,0,0,0,Residential,298000.0
9204 TROUT WAY,ELK GROVE,4,2,1982,Residential,298000.0
1828 2ND AVE,SACRAMENTO,2,1,1144,Residential,328900.0
1113 COMMONS DR,SACRAMENTO,2,2,1623,Residential,330000.0
2341 BIG STRIKE TRL,COOL,3,2,1457,Residential,300000.0
9452 RED SPRUCE WAY,ELK GROVE,6,3,2555,Residential,300000.0
5776 TERRACE DR,ROCKLIN,3,2,1577,Residential,300567.0
5908 MCLEAN DR,ELK GROVE,5,3,2592,Residential,303000.0
8215 PEREGRINE WAY,CITRUS HEIGHTS,3,2,1401,Residential,305000.0
1104 HILLSDALE LN,LINCOLN,4,2,0,Residential,306000.0
2949 PANAMA AVE,CARMICHAEL,3,2,1502,Residential,310000.0
1356 HARTLEY WAY,FOLSOM,3,2,1327,Residential,310000.0
633 HANISCH DR,ROSEVILLE,4,3,1800,Residential,310000.0
63 ANGEL ISLAND CIR,SACRAMENTO,4,2,2169,Residential,342669.80000000005
1571 WILD OAK LN,LINCOLN,5,3,2457,Residential,312000.0
5222 COPPER SUNSET WAY,RANCHO CORDOVA,0,0,0,Residential,313000.0
5601 SPINDRIFT LN,ORANGEVALE,4,2,2004,Residential,315000.0
652 FIFTEEN MILE DR,ROSEVILLE,4,3,2212,Residential,315000.0
7921 DOE TRAIL WAY,ANTELOPE,5,3,3134,Residential,315000.0
4204 LUSK DR,SACRAMENTO,3,2,1360,Residential,346500.0
5321 DELTA DR,ROCKLIN,4,2,0,Residential,315000.0
5608 ROSEDALE WAY,SACRAMENTO,3,2,1276,Residential,352000.0
3372 BERETANIA WAY,SACRAMENTO,4,3,2962,Residential,354200.0
2422 STEFANIE DR,ROCKLIN,4,2,1888,Residential,325000.0
3232 PARKHAM DR,ROSEVILLE,0,0,0,Residential,325500.0
448 ELMWOOD CT,ROSEVILLE,3,2,0,Residential,326951.0
1214 DAWNWOOD DR,GALT,3,2,1548,Residential,328370.0
1440 EMERALD LN,LINCOLN,2,2,0,Residential,330000.0
3349 CORVINA DR,RANCHO CORDOVA,4,3,2109,Residential,330000.0
10254 JULIANA WAY,SACRAMENTO,4,2,2484,Residential,364320.00000000006
149 OPUS CIR,SACRAMENTO,4,3,2258,Residential,365200.00000000006
580 REGENCY PARK CIR,SACRAMENTO,3,3,2212,Residential,367400.00000000006
5544 CAMAS CT,ORANGEVALE,3,2,1616,Residential,335000.0
5102 ARCHCREST WAY,SACRAMENTO,4,2,2372,Residential,375100.00000000006
5725 BALFOR RD,ROCKLIN,5,3,2606,Residential,346375.0
7697 ROSEHALL DR,ROSEVILLE,5,3,0,Residential,347225.0
4821 HUTSON WAY,ELK GROVE,5,3,2877,Residential,349000.0
4509 WINJE DR,ANTELOPE,3,2,2960,Residential,350000.0
1965 LAURELHURST LN,LINCOLN,2,2,0,Residential,350000.0
6709 ROSE BRIDGE DR,ROSEVILLE,3,2,2172,Residential,350000.0
281 SPYGLASS HL,ROSEVILLE,3,2,2100,Condo,350000.0
7709 RIVER VILLAGE DR,SACRAMENTO,3,2,1795,Residential,386100.00000000006
4165 BRISBANE CIR,EL DORADO HILLS,3,2,0,Residential,356200.0
506 BEDFORD CT,ROSEVILLE,4,2,2295,Residential,360000.0
9048 PINTO CANYON WAY,ROSEVILLE,4,3,2577,Residential,367463.0
2274 IVY BRIDGE DR,ROSEVILLE,0,0,0,Residential,375000.0
14004 WALNUT AVE,WALNUT GROVE,3,1,1727,Residential,380000.0
6905 FRANKFORT CT,ELK GROVE,3,2,1485,Residential,380578.0
3621 WINTUN DR,CARMICHAEL,3,2,1655,Residential,386222.0
201 KIRKLAND CT,LINCOLN,0,0,0,Residential,389000.0
12075 APPLESBURY CT,RANCHO CORDOVA,0,0,0,Residential,390000.0
1975 SIDESADDLE WAY,ROSEVILLE,3,2,2049,Residential,395500.0
5420 ALMOND FALLS WAY,RANCHO CORDOVA,0,0,0,Residential,396000.0
9677 PILLITERI CT,ELK GROVE,5,3,2875,Residential,397000.0
1515 EL CAMINO VERDE DR,LINCOLN,0,0,0,Residential,400000.0
556 PLATT CIR,EL DORADO HILLS,4,2,2199,Residential,400000.0
1792 DIAMOND WOODS CIR,ROSEVILLE,4,3,0,Residential,412500.0
1124 PERKINS WAY,SACRAMENTO,2,1,1304,Residential,454850.00000000006
4748 SALEM WAY,CARMICHAEL,3,2,2334,Residential,415000.0
1484 RADCLIFFE WAY,AUBURN,4,3,2278,Residential,420454.0
51 AIKEN WAY,SACRAMENTO,3,1,1493,Residential,467500.00000000006
2818 KNOLLWOOD DR,CAMERON PARK,3,2,0,Residential,425000.0
1536 STONEY CROSS LN,LINCOLN,0,0,0,Residential,433500.0
509 CASTILLIAN CT,ROSEVILLE,5,3,0,Residential,438000.0
700 HUNTER PL,FOLSOM,5,3,2787,Residential,441000.0
1240 FAY CIR,SACRAMENTO,5,3,2824,Residential,489500.00000000006
1113 SANDWICK WAY,FOLSOM,4,3,3261,Residential,446000.0
3108 DELWOOD WAY,SACRAMENTO,4,2,2053,Residential,495000.00000000006
3212 CORNICHE LN,ROSEVILLE,4,3,2379,Residential,455000.0
2159 BECKETT DR,EL DORADO HILLS,3,2,0,Residential,460000.0
4320 FOUR SEASONS RD,PLACERVILLE,3,2,0,Residential,475000.0
6401 MARSHALL RD,GARDEN VALLEY,3,2,0,Residential,490000.0
2089 BECKETT DR,EL DORADO HILLS,4,2,0,Residential,493000.0
6196 EDGEHILL DR,EL DORADO HILLS,5,4,0,Residential,508000.0
200 HILLSFORD CT,ROSEVILLE,0,0,0,Residential,511000.0
8217 PLUMERIA AVE,FAIR OAKS,3,2,3173,Residential,525000.0
4841 VILLAGE GREEN DR,EL DORADO HILLS,4,3,0,Residential,533000.0
3863 LAS PASAS WAY,SACRAMENTO,3,1,1348,Residential,599500.0
820 DANA CT,AUBURN,4,3,0,Residential,560000.0
1165 37TH ST,SACRAMENTO,2,1,1252,Residential,632500.0
203 CASCADE FALLS DR,FOLSOM,4,3,3229,Residential,575000.0
9880 IZILDA CT,SACRAMENTO,5,4,3863,Residential,688499.25
1800 AVONDALE DR,ROSEVILLE,5,3,0,Residential,600000.0
4620 BROMWICH CT,ROCKLIN,4,3,0,Residential,600000.0
620 KESWICK CT,GRANITE BAY,4,3,2356,Residential,600000.0
4478 GREENBRAE RD,ROCKLIN,0,0,0,Residential,600000.0
8432 BRIGGS DR,ROSEVILLE,5,3,3579,Residential,610000.0
200 CRADLE MOUNTAIN CT,EL DORADO HILLS,0,0,0,Residential,622500.0
2065 IMPRESSIONIST WAY,EL DORADO HILLS,0,0,0,Residential,680000.0
2982 ABERDEEN LN,EL DORADO HILLS,4,3,0,Residential,879000.0
9401 BARREL RACER CT,WILTON,4,3,4400,Residential,884790.0
3720 VISTA DE MADERA,LINCOLN,3,3,0,Residential,1551.0
14151 INDIO DR,SLOUGHHOUSE,3,4,5822,Residential,2000.0
7401 TOULON LN,SACRAMENTO,4,2,1512,Residential,62645.00000000001
9127 NEWHALL DR Unit 34,SACRAMENTO,1,1,611,Condo,66000.0
5937 BAMFORD DR,SACRAMENTO,2,1,876,Residential,67100.0
5672 HILLSDALE BLVD,SACRAMENTO,2,1,933,Condo,68200.0
3920 39TH ST,SACRAMENTO,2,1,864,Residential,75422.6
701 JESSIE AVE,SACRAMENTO,2,1,1011,Residential,77000.0
83 ARCADE BLVD,SACRAMENTO,4,2,1158,Residential,88000.0
601 REGGINALD WAY,SACRAMENTO,3,2,1092,Residential,94050.00000000001
550 DEL VERDE CIR,SACRAMENTO,2,1,956,Condo,101200.00000000001
4113 DAYSTAR CT,SACRAMENTO,2,2,1139,Residential,102960.00000000001
7374 TISDALE WAY,SACRAMENTO,3,1,1058,Residential,104500.00000000001
3348 RIO LINDA BLVD,SACRAMENTO,3,2,1040,Residential,107525.00000000001
3935 LIMESTONE WAY,SACRAMENTO,3,2,1354,Residential,114400.00000000001
6208 GRATTAN WAY,NORTH HIGHLANDS,3,1,1051,Residential,105000.0
739 E WOODSIDE LN Unit E,SACRAMENTO,1,1,682,Condo,118432.6
4225 46TH AVE,SACRAMENTO,3,1,1161,Residential,119900.00000000001
1434 BELL AVE,SACRAMENTO,3,1,1004,Residential,121000.00000000001
5628 GEORGIA DR,NORTH HIGHLANDS,3,1,1229,Residential,110000.0
7629 BETH ST,SACRAMENTO,3,2,1249,Residential,123750.00000000001
2277 BABETTE WAY,SACRAMENTO,3,2,1161,Residential,126280.00000000001
6561 WEATHERFORD WAY,SACRAMENTO,3,1,1010,Residential,127600.00000000001
3035 ESTEPA DR Unit 5C,CAMERON PARK,0,0,0,Condo,119000.0
5136 CABOT CIR,SACRAMENTO,4,2,1462,Residential,133650.0
7730 ROBINETTE RD,SACRAMENTO,3,2,1269,Residential,134200.0
87 LACAM CIR,SACRAMENTO,2,2,1188,Residential,136042.5
1691 NOGALES ST,SACRAMENTO,4,2,1570,Residential,139539.40000000002
3118 42ND ST,SACRAMENTO,3,2,1093,Residential,139764.90000000002
7517 50TH AVE,SACRAMENTO,3,1,962,Residential,141555.7
4071 EVALITA WAY,SACRAMENTO,3,2,1089,Residential,142450.0
7928 36TH AVE,SACRAMENTO,3,2,1127,Residential,143000.0
6631 DEMARET DR,SACRAMENTO,4,2,1309,Residential,144925.0
7043 9TH AVE,RIO LINDA,2,1,970,Residential,132000.0
97 KENNELFORD CIR,SACRAMENTO,3,2,1144,Residential,147400.0
2636 TRONERO WAY,RANCHO CORDOVA,3,1,1000,Residential,134000.0
1530 TOPANGA LN Unit 204,LINCOLN,0,0,0,Condo,138000.0
3604 KODIAK WAY,ANTELOPE,3,2,1206,Residential,142000.0
2149 COTTAGE WAY,SACRAMENTO,3,1,1285,Residential,157313.2
8632 PRAIRIEWOODS DR,SACRAMENTO,3,2,1543,Residential,160430.6
612 STONE BLVD,WEST SACRAMENTO,2,1,884,Residential,147000.0
4180 12TH AVE,SACRAMENTO,3,1,1019,Residential,163625.0
8025 ARROYO VISTA DR,SACRAMENTO,4,2,1392,Residential,165000.0
5754 WALERGA RD Unit 4,SACRAMENTO,2,1,924,Condo,165499.40000000002
8 LA ROCAS CT,SACRAMENTO,3,2,1217,Residential,166195.7
8636 LONGSPUR WAY,ANTELOPE,3,2,1670,Residential,157296.0
1941 EXPEDITION WAY,SACRAMENTO,3,2,1302,Residential,173250.0
4351 TURNBRIDGE DR,SACRAMENTO,3,2,1488,Residential,176000.0
6513 HOLIDAY WAY,NORTH HIGHLANDS,3,2,1373,Residential,160000.0
8321 MISTLETOE WAY,CITRUS HEIGHTS,4,2,1381,Residential,161250.0
5920 VALLEY GLEN WAY,SACRAMENTO,3,2,1265,Residential,180400.00000000003
2601 SAN FERNANDO WAY,SACRAMENTO,2,1,881,Residential,181500.00000000003
501 POPLAR AVE,WEST SACRAMENTO,0,0,0,Residential,165000.0
8008 SAINT HELENA CT,SACRAMENTO,4,2,1608,Residential,182325.00000000003
6517 DONEGAL DR,CITRUS HEIGHTS,3,1,1344,Residential,166000.0
1001 RIO NORTE WAY,SACRAMENTO,3,2,1202,Residential,185900.00000000003
604 P ST,LINCOLN,3,2,1104,Residential,170000.0
10001 WOODCREEK OAKS BLVD Unit 815,ROSEVILLE,2,2,0,Condo,170000.0
7351 GIGI PL,SACRAMENTO,4,2,1859,Multi-Family,187000.00000000003
7740 DIXIE LOU ST,SACRAMENTO,3,2,1232,Residential,187000.00000000003
7342 DAVE ST,SACRAMENTO,3,1,1638,Residential,187797.50000000003
7687 HOWERTON DR,SACRAMENTO,2,2,1177,Residential,188925.00000000003
26 KAMSON CT,SACRAMENTO,3,2,1582,Residential,189200.00000000003
7045 PEEVEY CT,SACRAMENTO,2,2,904,Residential,190361.6
8916 GABLES MILL PL,ELK GROVE,3,2,1340,Residential,174000.0
1140 EDMONTON DR,SACRAMENTO,3,2,1204,Residential,191675.00000000003
8879 APPLE PEAR CT,ELK GROVE,4,2,1477,Residential,176850.0
9 WIND CT,SACRAMENTO,4,2,1497,Residential,197450.00000000003
8570 SHERATON DR,FAIR OAKS,3,1,960,Residential,185000.0
1550 TOPANGA LN Unit 207,LINCOLN,0,0,0,Condo,188000.0
1080 RIO NORTE WAY,SACRAMENTO,3,2,1428,Residential,207570.00000000003
5501 VALLETTA WAY,SACRAMENTO,3,1,1039,Residential,207900.00000000003
5624 MEMORY LN,FAIR OAKS,3,1,1529,Residential,189000.0
6622 WILLOWLEAF DR,CITRUS HEIGHTS,4,3,1892,Residential,189836.0
27 MEGAN CT,SACRAMENTO,4,2,1887,Residential,209000.00000000003
6601 WOODMORE OAKS DR,ORANGEVALE,3,2,1294,Residential,191250.0
1973 DANVERS WAY,SACRAMENTO,3,2,1638,Residential,210842.50000000003
8001 ARROYO VISTA DR,SACRAMENTO,3,2,1677,Residential,215050.00000000003
7409 VOYAGER WAY,CITRUS HEIGHTS,3,1,1073,Residential,198000.0
815 CROSSWIND DR,SACRAMENTO,3,2,1231,Residential,220000.00000000003
5509 LAGUNA CREST WAY,ELK GROVE,3,2,1175,Residential,200000.0
8424 MERRY HILL WAY,ELK GROVE,3,2,1416,Residential,200000.0
1525 PENNSYLVANIA AVE,WEST SACRAMENTO,0,0,0,Residential,200100.0
5954 BRIDGECROSS DR,SACRAMENTO,3,2,1358,Residential,221680.80000000002
8789 SEQUOIA WOOD CT,ELK GROVE,4,2,1609,Residential,204750.0
6600 SILVERTHORNE CIR,SACRAMENTO,4,3,1968,Residential,225500.00000000003
2221 2ND AVE,SACRAMENTO,2,2,1089,Residential,225500.00000000003
3230 SMATHERS WAY,CARMICHAEL,3,2,1296,Residential,205900.0
5209 LAGUNA CREST WAY,ELK GROVE,2,2,1189,Residential,207000.0
416 LEITCH AVE,SACRAMENTO,2,1,795,Residential,228770.30000000002
2100 BEATTY WAY,ROSEVILLE,3,2,1371,Residential,208250.0
6920 GILLINGHAM WAY,NORTH HIGHLANDS,3,1,1310,Residential,208318.0
82 WILDFLOWER DR,GALT,3,2,1262,Residential,209347.0
8652 BANTON CIR,ELK GROVE,4,2,1740,Residential,211500.0
8428 MISTY PASS WAY,ANTELOPE,3,2,1517,Residential,212000.0
7958 ROSEVIEW WAY,SACRAMENTO,3,2,1450,Residential,234300.00000000003
9020 LUKEN CT,ELK GROVE,3,2,1416,Residential,216000.0
7809 VALLECITOS WAY,SACRAMENTO,3,1,888,Residential,237623.1
8445 OLD AUBURN RD,CITRUS HEIGHTS,3,2,1882,Residential,219000.0
10085 ATKINS DR,ELK GROVE,3,2,1302,Residential,219794.0
9185 CERROLINDA CIR,ELK GROVE,3,2,1418,Residential,220000.0
9197 CORTINA CIR,ROSEVILLE,3,2,0,Condo,220000.0
5429 HESPER WAY,CARMICHAEL,4,2,1319,Residential,220000.0
1178 WARMWOOD CT,GALT,4,2,1770,Residential,220000.0
4900 ELUDE CT,SACRAMENTO,4,2,1627,Residential,245300.00000000003
3557 SODA WAY,SACRAMENTO,0,0,0,Residential,246400.00000000003
3528 SAINT GEORGE DR,SACRAMENTO,3,1,1040,Residential,246400.00000000003
7381 WASHBURN WAY,NORTH HIGHLANDS,3,1,960,Residential,224252.0
2181 WINTERHAVEN CIR,CAMERON PARK,3,2,0,Residential,224500.0
7540 HICKORY AVE,ORANGEVALE,3,1,1456,Residential,225000.0
5024 CHAMBERLIN CIR,ELK GROVE,3,2,1450,Residential,228000.0
2400 INVERNESS DR,LINCOLN,3,2,1358,Residential,229027.0
5 BISHOPGATE CT,SACRAMENTO,4,2,1329,Residential,252450.00000000003
5601 REXLEIGH DR,SACRAMENTO,4,2,1715,Residential,253000.00000000003
1909 YARNELL WAY,ELK GROVE,3,2,1262,Residential,230000.0
9169 GARLINGTON CT,SACRAMENTO,4,3,2280,Residential,255667.50000000003
6932 RUSKUT WAY,SACRAMENTO,3,2,1477,Residential,257400.00000000003
7933 DAFFODIL WAY,CITRUS HEIGHTS,3,2,1216,Residential,235000.0
8304 RED FOX WAY,ELK GROVE,4,2,1685,Residential,235301.0
3882 YELLOWSTONE LN,EL DORADO HILLS,3,2,1362,Residential,235738.0
